,title,country,genre,actors,director,time,description,score
264,Келинжан 2 ,['Казахстан'],['комедия'],"['Дарига Бадыкова', 'Рустем Жаныаманов', 'Назар Шархан']",Ернар Нургалиев,85,"Енешка Кулимхан апай отправляется в Турцию на отдых, оставляя старшую келинку Айсару ответственной за главные обязанности в семье. С новой должностью сбылась мечта Айсары, о которой она давно мечтала. Она быстро превращается в строгую и коварную енешку. Однако идеальное течение жизни Айсары нарушает странный сон, который посещает ее. Во сне она видит покойного мужа Кулимхан апай, который зовет ее к себе. Вначале Айсара не обращает на этот неприятный сон внимания. Но каждую ночь она снова и снова видит этот сон. Чтобы понять значение этого сна, Айсара обращается за помощью к местной гадалке. Та толкует, что этот сон может быть предвестником недобрых событий, включая возможную утрату. Гадалка даже предрекает, что смерть может наступить через шесть дней. Сильно испуганная, Айсара отправляется в мечеть, чтобы получить совет от имама о том, как лучше подготовиться к смерти. Имам советует ей приложить усилия для совершения добрых дел и поступков. С этого момента Айсара резко меняет свою жизнь.",7.7
265,За Палыча! ,['Россия'],['комедия'],"['Сергей Шакуров', 'Евгений Зарубин', 'Александр Самойленко']",Андрей Богатырев,90,"У Темы Голубя есть все, ему позволено больше других, парень уверен, что влиятельный папа решит любой вопросик. Но сладкая жизнь внезапно обрывается, когда мажор сталкивается в аварии с еще более влиятельным незнакомцем из Москвы. На этот раз вопросик решается не так, как ждал Тема. По щелчку пальцев кандидатура папы снимается с выборов, семья стремительно лишается богатого дома, а сам виновник аварии в полном соответствии с законом отправляется на срочную службу в армию — прямиком в ВДВ, на перевоспитание к прапорщику Котову. Вернувшись из армии, Тема узнает, что у его деда Палыча пытаются отобрать старый дом. Теперь парню предстоит сделать выбор: вернуться к прежней жизни или вступиться за Палыча.",5.7
266,Вышка ,['Великобритания'],"['триллер', 'слова']","['Грейс Кэролайн Карри', 'Вирджиния Гарднер', 'Мэйсон Гудинг']",Скотт Манн,107,"После гибели Дэна в результате падения со скалы его жена Бекки, ранее увлекавшаяся экстремальными развлечениями, впала в депрессию. Год спустя девушка всё ещё не может прийти в себя и регулярно заливает горе алкоголем, когда в её жизни внезапно появляется старая боевая подруга Хантер. Она предлагает почтить память Дэна, забравшись на телерадиомачту B67 и развеяв там его прах. Девушки отправляются к самому высокому сооружению Соединённых Штатов, даже не представляя, с чем им придётся столкнуться на его верхушке.",6.7
267,Лёд ,['Россия'],"['мелодрама', 'драма', 'спорт', 'слова']","['Аглая Тарасова', 'Диана Енакаева', 'Мария Аронова']",Олег Трофим,113,"С самого детства Надя верила в чудеса. Она представляла себе, как выходит на лёд под овации публики и танцует свой самый красивый танец. И вот, благодаря вере и упорству, Надя становится знаменитой фигуристкой. Но когда ее мечты о громких победах, красивой жизни и прекрасном принце уже, кажется, готовы исполниться, судьба преподносит ей настоящее испытание.",6.8
268,Поезд в Пусан ,['Корея Южная'],"['ужасы', 'боевик', 'слова']","['Кон\xa0Ю', 'Ма Дон-сок', 'Чон Ю-ми']",Ён Сан-хо,118,"У маленькой Су-ан день рождения. Девочка живет с отцом в Сеуле и очень хочет отправиться к маме в Пусан. По дороге случается непредвиденное, и на страну обрушивается загадочный вирус. Пассажирам поезда в Пусан — единственного города, отразившего атаки вируса — придется бороться за выживание. 442 километра в пути. Добро пожаловать на борт и помните — в этой гонке недостаточно выжить, чтобы остаться человеком.",7.2
269,Счастье в конверте ,['Россия'],"['семейный', 'мелодрама', 'слова']","['Фёдор Лещев', 'Ефим Каменецкий', 'Татьяна Самарина']",Светлана Суханова,103,"Три удивительные истории о любви и дружбе, о вере в мечту и связи поколений, о том, как не предавать себя и оставаться человеком в любой жизненной ситуации.",8.3
270,Крик тишины ,['Россия'],"['драма', 'история', 'военный', 'слова']","['Алина Саргина', 'Лев Гиршов', 'Артём Быстров']",Владимир Потапов,97,"Блокадный Ленинград, февраль 1942 года. Заканчивается самая страшная блокадная зима. Зина Воронова совсем отчаялась. Ее трёхлетний сын Митя ослабел, а карточки на хлеб уже отоварены на два дня вперед. Последняя надежда — эвакуация. Но с маленькими детьми не берут. Тогда женщина идет на чудовищный шаг — эвакуируется, оставив сына одного в промерзшей квартире. Во время налета мальчика спасает девочка-подросток Катя. Девочка выдает Митю за своего брата и обещает себе сделать все, чтобы Митя выжил. Несмотря ни на что.",8.4
271,Холодное сердце ,['США'],"['мультфильм', 'мюзикл', 'фэнтези', 'комедия', 'мелодрама', 'приключения', 'семейный', 'слова']","['Кристен Белл', 'Идина Мензел', 'Джонатан Грофф']",Крис Бак,102,"Когда сбывается древнее предсказание, и королевство погружается в объятия вечной зимы, трое бесстрашных героев - принцесса Анна, отважный Кристофф и его верный олень Свен - отправляются в горы, чтобы найти сестру Анны, Эльзу, которая может снять со страны леденящее заклятие. По пути их ждет множество увлекательных сюрпризов и захватывающих приключений: встреча с мистическими троллями, знакомство с очаровательным снеговиком по имени Олаф, горные вершины покруче Эвереста и магия в каждой снежинке. Анне и Кристоффу предстоит сплотиться и противостоять могучей стихии, чтобы спасти королевство и тех, кто им дорог.",7.9
272,Меню ,['США'],"['триллер', 'комедия', 'слова']","['Рэйф Файнс', 'Аня Тейлор-Джой', 'Николас Холт']",Марк Майлод,107,"Молодая пара в компании других богатеев отправляется на эксклюзивный ужин в знаменитый ресторан, который находится на небольшом острове. Одно изысканное блюдо сменяет другое, когда выясняется, что шеф-повар и его команда неплохо изучили сегодняшних гостей и прекрасно осведомлены не только об их вкусовых предпочтениях. И кроме того, меню содержит неприятные сюрпризы.",6.7
273,Черный ящик ,['Франция'],"['детектив', 'триллер', 'слова']","['Пьер Нинэ', 'Лу де Лааж', 'Андре Дюссолье']",Ян Гозлан,129,"Крушение новейшего авиалайнера уносит жизни сотен людей. Пролить свет на причины катастрофы может только расшифровка чёрного ящика. Расследование возглавляет талантливый и эксцентричный аналитик Матьё с уникальным слухом. Однако чем дальше он продвигается на своем пути, тем больше обнаруживает подозрительных обстоятельств.",7.6
274,Молчание ягнят ,['США'],"['триллер', 'детектив', 'криминал', 'драма', 'ужасы', 'слова']","['Джоди Фостер', 'Энтони Хопкинс', 'Брук Смит']",Джонатан Демме,118,"Психопат похищает и убивает молодых женщин по всему Среднему Западу. ФБР, уверенное, что все преступления совершены одним и тем же человеком, поручает агенту Клариссе Старлинг встретиться с заключенным-маньяком Ганнибалом Лектером, который мог бы помочь составить психологический портрет убийцы. Сам Лектер отбывает наказание за убийства и каннибализм. Он согласен помочь Клариссе лишь в том случае, если она попотчует его больное воображение подробностями своей личной жизни.",8.3
275,Главный герой ,['США'],"['фантастика', 'боевик', 'комедия', 'мелодрама', 'слова']","['Райан Рейнольдс', 'Джоди Комер', 'Лил Рел Ховери']",Шон Леви,115,"Парень по имени Парень счастлив. Он живет в лучшем в мире городе Городе, работает на лучшей в мире работе в Банке и дружит с охранником по имени Приятель. И его совершенно не волнует, что Банк грабят по нескольку раз на дню, а улицы Города напоминают зону военных действий. Единственное, чего Парню не хватает для полного счастья — идеальной девушки, к которой у него имеется точный список требований. И вот однажды он видит на улице красотку, точь-в-точь как в его мечтах. Эта встреча изменит не только нашего главного героя, но и перевернёт весь известный ему мир.",7.4
276,Дневник памяти ,['США'],"['драма', 'мелодрама', 'слова']","['Райан Гослинг', 'Рэйчел Макадамс', 'Джеймс Гарнер']",Ник Кассаветис,124,"Это история отношений юноши и девушки из разных социальных слоев, живших в Южной Каролине. Ной и Элли провели вместе незабываемое лето, пока их не разделили вначале родители, а затем Вторая мировая война.",8.2
277,Приключения Паддингтона ,['Великобритания'],"['комедия', 'семейный', 'приключения', 'фэнтези', 'слова']","['Бен Уишоу', 'Николь Кидман', 'Имелда Стонтон']",Пол Кинг,95,"Познакомьтесь, это медведь по имени Паддингтон из дремучего Перу. Он приехал в Лондон, чтобы обрести семью и стать настоящим английским джентльменом. На пути к этой цели его ожидают невероятные приключения, полные юмора и опасностей.",7.2
278,Никто ,['США'],"['боевик', 'триллер', 'криминал', 'слова']","['Боб Оденкёрк', 'Алексей Серебряков', 'Конни Нильсен']",Илья Найшуллер,92,"Непримечательный и незаметный семьянин Хатч живёт скучной жизнью обычного аудитора, пока однажды в его дом не вламываются грабители. И это бы сошло им с рук, если бы они не забрали браслетик его маленькой дочки. Не в силах это терпеть, Хатч отправляется на поиски наглецов, а на обратном пути ввязывается в драку с пьяными хулиганами, пристававшими к девушке в общественном транспорте. От души помахав кулаками, наш аудитор отправляет дебоширов в больницу, но оказывается, что один из пострадавших — брат влиятельного русского бандита. И он теперь жаждет мести.",7.4
279,Большая игра ,['США'],"['биография', 'криминал', 'драма', 'слова']","['Джессика Честейн', 'Идрис Эльба', 'Кевин Костнер']",Аарон Соркин,140,"После очередной травмы могулистка Молли Блум решает завязать со спортом и пожить обычной жизнью. Так получается, что девушка сначала работает хостесс на нелегальных покерных играх, а вскоре и сама становится организатором подпольного казино для знаменитостей, миллионеров, членов королевских семей и других любителей в мгновение ока спустить целое состояние.",7.7
280,Ветер крепчает ,['Япония'],"['аниме', 'мультфильм', 'драма', 'биография', 'история', 'слова']","['Хидэаки Анно', 'Миори Такимото', 'Мансаи Номура']",Хаяо Миядзаки,126,"Мальчик Дзиро мечтает о полетах и красивых самолетах, способных обогнать ветер. Вот только пилотом ему не стать — он с рождения близорук. Но Дзиро не расстается с мечтой о небе, он начинает придумывать идеальный самолет и со временем становится одним из лучших авиаконструкторов мира. На пути к успеху он не только встретит много интересных людей, переживет Великое землетрясение в Токио и жестокие войны, но и обретет любовь своей жизни – прекрасную Наоко.",8.0
281,На Западном фронте без перемен ,['Германия'],"['военный', 'боевик', 'драма', 'история', 'слова']","['Феликс Каммерер', 'Альбрехт Шух', 'Аарон Хилмер']",Эдвард Бергер,148,"Германская империя, 1917 год. Преисполненные патриотизмом 19-летний Пауль Боймер и его друзья-одноклассники отправляются добровольцами на фронт, где им предстоит испытать на себе ужасы Первой мировой войны.",7.6
282,Круэлла ,['США'],"['комедия', 'криминал', 'драма', 'слова']","['Эмма Стоун', 'Эмма Томпсон', 'Джоэль Фрай']",Крэйг Гиллеспи,134,"Великобритания, 1960-е годы. Эстелла была необычным ребёнком, и особенно трудно ей было мириться со всякого рода несправедливостью. Вылетев из очередной школы, она с мамой отправляется в Лондон. По дороге они заезжают в особняк известной модельерши по имени Баронесса, где в результате ужасного несчастного случая мама погибает. Добравшись до Лондона, Эстелла знакомится с двумя мальчишками — уличными мошенниками Джаспером и Хорасом.",7.6
283,До встречи с тобой ,['Великобритания'],"['драма', 'мелодрама', 'слова']","['Эмилия Кларк', 'Сэм Клафлин', 'Джанет Мактир']",Теа Шэррок,110,"Лу Кларк знает, сколько шагов от автобусной остановки до ее дома. Она знает, что ей очень нравится работа в кафе и что, скорее всего, она не любит своего бойфренда Патрика. Но Лу не знает, что вот-вот потеряет свою работу и что в ближайшем будущем ей понадобятся все силы, чтобы преодолеть свалившиеся на нее проблемы.",7.3
284,Игра на понижение ,['США'],"['драма', 'комедия', 'биография', 'история', 'слова']","['Кристиан Бэйл', 'Стив Карелл', 'Райан Гослинг']",Адам Маккей,130,"2005 год. Изучая данные ипотек по стране, чудаковатый финансовый гений и управляющий хедж-фонда Scion Capital Майкл Бьюрри обращает внимание на одну деталь и приходит к выводу, что американский рынок ипотечных кредитов может скоро лопнуть. В связи с этим он страхует около миллиарда долларов своих клиентов через кредитный дефолтный своп. Клиенты фонда Бьюрри волнуются из-за возможных потерь, ведь рынок ипотечных кредитов представляется весьма стабильным, но Майкл твёрдо стоит на своём. Вскоре эту странную активность замечают несколько финансистов на Уолл-стрит. Изучив данные, они осознают, что опасения Бьюрри имеют под собой веские основания. Более того, сыграв на понижение, можно заработать миллионы.",7.4
285,Убежище ,['США'],"['ужасы', 'триллер', 'слова']","['Джулианна Мур', 'Джонатан Риз Майерс', 'Джеффри ДеМанн']",Монс Морлинд,112,"Судебный психиатр Кара Хардинг убеждена, что раздвоения личности не существует. Но очередной её пациент, прикованный к инвалидному креслу, прямо во время сеанса меняет личность и превращается во вполне здорового мужчину.",6.8
286,Кошмар перед Рождеством ,['США'],"['мультфильм', 'мюзикл', 'фэнтези', 'семейный', 'слова']","['Дэнни Элфман', 'Крис Сарандон', 'Кэтрин О’Хара']",Генри Селик,76,"В царстве Хэллоуин, царстве страхов и кошмаров, живут мертвецы, уродцы, чудовища во главе с царем ужасов Джеком Скеллингтоном. Под рождество Джек случайно попадает в город Рождества, где узнает, что где-то есть радость, добро и веселье. Ему страшно захотелось испытать это чувство — дарить людям счастье — и он похитил Санта Клауса и занял его место.",8.1
287,Кентервильское привидение ,['Великобритания'],"['мультфильм', 'комедия', 'слова']","['Стивен Фрай', 'Хью Лори', 'Фредди Хаймор']",Ким Бёрдон,84,"Семья Отисов приобретает старинный дом в английском поместье и переезжает туда. Но в доме уже 300 лет живет призрак мистера Саймона, который считает дом своим. Все новые владельцы, что заезжали в дом до них, сбегали оттуда через три дня. В этот раз все пошло не так. Отисы, и особенно их дочь Вирджиния, не только не боятся призрака Саймона, но и пытаются ему помочь избавиться от древнего проклятия.",6.1
288,"Кто угодно, кроме тебя ",['США'],"['мелодрама', 'комедия', 'слова']","['Сидни Суини', 'Глен Пауэлл', 'Александра Шипп']",Уилл Глак,100,"После первого свидания взаимная симпатия между Би и Беном быстро перерастает в ненависть. Однако, оказавшись гостями на свадьбе, они решают притвориться парой.",6.4
289,Олдбой ,['Корея Южная'],"['триллер', 'детектив', 'драма', 'криминал', 'слова']","['Чхве Мин-сик', 'Ю Джи-тхэ', 'Кан Хе-джон']",Пак Чхан-ук,120,"1988 год. Обыкновенный и ничем непримечательный бизнесмен О Дэ-cу в день трёхлетия дочери по пути домой напивается, начинает хулиганить и закономерно попадает в полицейский участок. Из участка его под своё поручительство забирает друг детства. Пока тот звонит жене незадачливого пьяницы, О Дэ-су пропадает. Неизвестные похищают его и помещают в комнату без окон на 15 лет.",8.1
290,Убийство в Восточном экспрессе ,['США'],"['детектив', 'криминал', 'драма', 'слова']","['Кеннет Брана', 'Пенелопа Крус', 'Уиллем Дефо']",Кеннет Брана,114,"Путешествие на одном из самых роскошных поездов Европы неожиданно превращается в одну из самых стильных и захватывающих загадок в истории. Фильм рассказывает историю тринадцати пассажиров поезда, каждый из которых находится под подозрением. И только сыщик должен как можно быстрее разгадать головоломку, прежде чем преступник нанесет новый удар.",6.9
291,Бультерьер ,['Россия'],"['драма', 'спорт']","['Владимир Минеев', 'Александр Михайлов', 'Мирослава Михайлова']",Василий Быстров,96,"Макс Холодов — одна из главных звезд смешанных боевых искусств. После серьезной травмы на ринге он выбывает из борьбы за титул чемпиона мира и его жизнь идет под откос. В поисках точки опоры он решает вернуться к корням и уезжает на побережье. Там он случайно находит брошенного бультерьера, в котором обретает родственную душу. Заботясь о новом друге вместе с девушкой Олей, он постепенно спасает себя самого и находит любовь. Получив шанс на возвращение, Макс понимает, что уже готов к главному поединку в своей жизни.",6.9
292,Никто тебя не спасёт ,['США'],"['ужасы', 'фантастика', 'слова']","['Кейтлин Дивер', 'Элизабет Калуев', 'Зэк Дуэйм']",Брайан Даффилд,93,"Бринн живёт в лесном доме в отдалении от небольшого городка. Из-за одного события в прошлом она обречена на одиночество — местные дружно её осуждают и активно игнорируют. Однажды ночью девушка просыпается от странных звуков и обнаруживает, что в её дом забралось внеземное существо с явно недобрыми намерениями. Поскольку помощи ждать неоткуда, Бринн придётся противостоять инопланетному вторжению в одиночку.",6.1
293,Сибирский цирюльник ,['Россия'],"['драма', 'мелодрама', 'комедия', 'история', 'слова']","['Олег Меньшиков', 'Джулия Ормонд', 'Ричард Харрис']",Никита Михалков,179,"Годы правления Александра III. «Сибирский цирюльник» - паровая самоходная лесопилка, заказ на производство которой пытается получить в российских государственных органах американский авантюрист Маккрэкен. Для своей поддержки он вызывает в Москву Джейн, чья задача - обворожить генерала Радлова и уговорить его дать согласие на разработку машины. По пути Джейн знакомится с юнкером Андреем Толстым.",7.8
294,Дочь болотного царя ,['США'],"['драма', 'триллер', 'слова']","['Дейзи Ридли', 'Бен Мендельсон', 'Бруклин Принс']",Нил Бёргер,109,"10-летняя Хелена жила с родителями в лесном домике. Девочка в папе души не чаяла, а он учил её понимать природу, читать следы и охотиться, вот только мама была постоянно чем-то недовольна. Однажды, когда отец ненадолго отлучился, и к их жилищу выехал заблудившийся турист на квадроцикле, мама внезапно схватила дочку и использовала эту возможность, чтобы сбежать. Так девочка узнала, что её драгоценный папаша — опасный преступник по кличке Болотный Царь, некогда похитивший женщину и увезший её в лес, где она родила от него дочь и все эти годы жила в неволе.",6.0
295,Гладиатор ,['США'],"['история', 'боевик', 'драма', 'приключения', 'слова']","['Рассел Кроу', 'Хоакин Феникс', 'Конни Нильсен']",Ридли Скотт,155,"В великой Римской империи не было военачальника, равного генералу Максимусу. Непобедимые легионы, которыми командовал этот благородный воин, боготворили его и могли последовать за ним даже в ад.",8.6
296,Мальчишник в Вегасе ,['США'],"['комедия', 'слова']","['Брэдли Купер', 'Эд Хелмс', 'Зак Галифианакис']",Тодд Филлипс,96,"Они мечтали устроить незабываемый мальчишник в Вегасе. Но теперь им необходимо вспомнить, что именно произошло: что за ребенок сидит в шкафу номера отеля? Как в ванную попал тигр? Почему у одного из них нет зуба? И, самое главное, куда делся жених? То, что парни вытворяли на вечеринке, не идет ни в какое сравнение с тем, что им придется сделать на трезвую голову, когда они будут шаг за шагом восстанавливать события прошлой ночи.",7.9
297,Душа ,['США'],"['мультфильм', 'фэнтези', 'комедия', 'приключения', 'семейный', 'музыка', 'слова']","['Джейми Фокс', 'Тина Фей', 'Грэм Нортон']",Пит Доктер,106,"Уже немолодой школьный учитель музыки Джо Гарднер всю жизнь мечтал выступать на сцене в составе джазового ансамбля. Однажды он успешно проходит прослушивание у легендарной саксофонистки и, возвращаясь домой вне себя от счастья, падает в люк и умирает. Теперь у Джо одна дорога — в Великое После, но он сбегает с идущего в вечность эскалатора и случайно попадает в Великое До. Тут новенькие души обретают себя, и у будущих людей зарождаются увлечения, мечты и интересы. Джо становится наставником упрямой души 22, которая уже много веков не может найти свою искру и отправиться на Землю.",8.4
298,Невидимый гость ,['Испания'],"['триллер', 'криминал', 'детектив', 'слова']","['Марио Касас', 'Ана Вахенер', 'Хосе Коронадо']",Ориол Паоло,106,"Молодого бизнесмена Адриана Дориа обвиняют в убийстве любовницы, и он решает воспользоваться услугами Вирджинии Гудман, лучшего в стране специалиста по выходу из самых сложных ситуаций. Адриан содержится под домашним арестом, а завтра состоится судебное заседание, поэтому вечером к нему приходит Вирджиния, чтобы придумать наилучшую стратегию защиты. Для неё это последнее дело, и она не собирается его проигрывать.",7.8
299,Шоу Трумана ,['США'],"['драма', 'комедия', 'слова']","['Джим Керри', 'Лора Линни', 'Ноа Эммерих']",Питер Уир,103,"Представьте себе, что вы вдруг начинаете понимать, что все вокруг вас — декорации, а люди — актеры, притворяющиеся теми, кем они вам кажутся. Весь ваш мир оказывается большим телесериалом, где вы исполняете главную роль, даже не подозревая об этом. Вся ваша жизнь — результат работы автора телешоу, которое вот уже тридцать лет смотрит вся планета, начиная с момента вашего рождения.",8.3
300,Области тьмы ,['США'],"['триллер', 'драма', 'фантастика', 'слова']","['Брэдли Купер', 'Роберт Де Ниро', 'Эбби Корниш']",Нил Бёргер,105,"Нью-йоркский писатель Эдди, желая преодолеть чёрную полосу в жизни, принимает засекреченный препарат под названием NZT. Таблетка выводит мозг парня на работу в нереальной мощности. Этот творческий наркотик меняет всю жизнь Эдди, за короткий срок он зарабатывает кучу денег, но скоро начинает страдать от зловещих побочных эффектов препарата. А когда пытается найти других NZT-гениев, чтобы понять, как можно справиться с этим пристрастием, он узнает страшную правду…",8.0
301,Батя ,['Россия'],"['комедия', 'мелодрама']","['Владимир Вдовиченков', 'Андрей Андреев', 'Елена Лядова']",Дмитрий Ефимович,76,"История о путешествии взрослого героя к своему Бате, суровому русскому мужику, который стал отцом на заре девяностых и воспитывал своего сына так, как это делали все советские люди.",7.7
302,Крутые меры ,['Великобритания'],"['боевик', 'триллер', 'драма', 'криминал', 'слова']","['Идрис Эльба', 'Ричард Мэдден', 'Шарлотта Ле Бон']",Джеймс Уоткинс,92,"Ловкий карманник Майкл Мэйсон привлекает внимание полиции и спецслужб, когда крадет сумку, содержащую гораздо больше, чем просто бумажник. На его след выходит дерзкий и резкий спецагент ЦРУ Шон Брайар. Вдвоем они становятся мишенью тайной преступной организации и в течение суток должны вывести злоумышленников на чистую воду.",6.7
303,Счастливое число Слевина ,['США'],"['триллер', 'драма', 'криминал', 'слова']","['Джош Хартнетт', 'Брюс Уиллис', 'Люси Лью']",Пол Макгиган,110,"Слевину не везет. Дом опечатан, девушка ушла к другому… Его друг Ник уезжает из Нью-Йорка и предлагает Слевину пожить в пустой квартире. В это время крупный криминальный авторитет по прозвищу Босс хочет рассчитаться со своим бывшим партнером за убийство сына и в отместку «заказать» его наследника.",8.1
304,Миграция ,['США'],"['мультфильм', 'приключения', 'комедия', 'фэнтези', 'слова']","['Кумэйл Нанджиани', 'Треси Газаль', 'Элизабет Бэнкс']",Бенжамин Реннер,91,"Семейство крякв находится в затруднительном положении: пока отец Мак Маллард доволен тем, что его родные всегда будут в безопасности, живя в пруду в Новой Англии, мама Пэм стремится встряхнуть их и показать своим детям — сыну-подростку Даксу и маленькой дочке Гвен — каким большим и многогранным может быть мир.",7.1
305,Трасса 60 ,['Канада'],"['фантастика', 'фэнтези', 'драма', 'комедия', 'детектив', 'приключения', 'слова']","['Джеймс Марсден', 'Гари Олдман', 'Эми Смарт']",Боб Гейл,116,"В легендах и мифах есть персонажи, главная задача которых – исполнять желания. У арабов это - джинны, у ирландцев – лепреконы, у китайцев – драконы, у европейцев – феи и лесные духи. А в Америке есть некто О. Ж. Грант – довольно странный и забавный человек, который тоже может исполнить любое желание. Но будьте осторожны, он очень проказлив! Вот его-то и встречает однажды Нил Оливер.",8.0
306,Пианист ,['Франция'],"['драма', 'военный', 'биография', 'музыка', 'слова']","['Эдриан Броуди', 'Эмилия Фокс', 'Даниэль Кальтаджироне']",Роман Полански,149,"Фильм снят по автобиографии Владислава Шпильмана, одного из лучших пианистов Польши 30-х годов прошлого века. Главный герой фильма — Владек — занимается искусством до тех пор, пока территорию Польши не занимают нацисты. Жизнь всех евреев меняется: их помещают в Варшавское гетто, запрещают работать, унижают, заставляют носить отличительные повязки, а через некоторое время отправляют в концлагерь.",8.5
307,Властелин колец: Возвращение короля ,['Новая Зеландия'],"['фэнтези', 'приключения', 'драма', 'боевик', 'слова']","['Элайджа Вуд', 'Вигго Мортенсен', 'Шон Эстин']",Питер Джексон,201,"Повелитель сил тьмы Саурон направляет свою бесчисленную армию под стены Минас-Тирита, крепости Последней Надежды. Он предвкушает близкую победу, но именно это мешает ему заметить две крохотные фигурки — хоббитов, приближающихся к Роковой Горе, где им предстоит уничтожить Кольцо Всевластья.",8.7
308,Паранормальные явления. Скинамаринк ,['Канада'],"['ужасы', 'слова']","['Лукас Пол', 'Дали Роуз Тетро', 'Росс Пол']",Кайл Эдвард Болл,100,"Маленькие брат с сестрой просыпаются посреди ночи и обнаруживают, что в их доме что-то происходит — родители ведут себя странно, а разные предметы, в том числе окна и двери, начинают исчезать.",4.9
309,Тетрис ,['Великобритания'],"['биография', 'драма', 'триллер', 'слова']","['Тэрон Эджертон', 'Никита Ефремов', 'Софья Лебедева']",Джон С. Бейрд,118,"Увидев в 1988 году на выставке в Лас-Вегасе видеоигру «Тетрис», созданную советским программистом Алексеем Пажитновым, предприниматель Хенк Роджерс тут же купил права на дистрибуцию игры в Японии, так как распространение в остальном мире уже принадлежало компании Mirrorsoft. Ушлый бизнесмен также сумел договориться о сотрудничестве с компанией Nintendo, а когда та собралась выпускать революционное устройство Game Boy, Хенк решает сам отправиться в Москву, чтобы лицензировать популярную игру на новой игровой системе.",7.1
