,title,country,genre,actors,director,time,description,score
470,Оз: Великий и Ужасный ,['США'],"['фэнтези', 'приключения', 'комедия', 'семейный', 'слова']","['Джеймс Франко', 'Мишель Уильямс', 'Мила Кунис']",Сэм Рэйми,127,"Когда ураган забрасывает циркового фокусника Оскара Диггса из пыльного Канзаса в волшебную страну Оз, склонный к мошенничеству циркач полагает, что он поймал удачу за хвост – ведь с помощью своих трюков он с легкостью может добыть в новых землях и славу и богатство. ",6.3
471,"Там, где раки поют ",['США'],"['триллер', 'драма', 'мелодрама', 'детектив', 'слова']","['Дэйзи Эдгар-Джонс', 'Тейлор Джон Смит', 'Харрис Дикинсон']",Оливия Ньюман,125,"Годами жители тихого городка Баркли-Коув, затерянного в глуши Северной Каролины, делились друг с другом легендой о «болотной девочке» — девушке по имени Киа Кларк, с юных лет живущей отшельницей. Знакомство с двумя местными юношами открывает перед Кией новый мир. Но когда одного из них находят мёртвым, молва тут же назначает её виновной.",7.2
472,Экзорцист Ватикана ,['США'],"['ужасы', 'слова']","['Рассел Кроу', 'Дэниэл Дзоватто', 'Александра Эссоу']",Джулиус Эйвери,103,"Получив в наследство аббатство в Испании, вдова с двумя детьми проводила в здании ремонт, когда в её сына вселился дьявол и первым делом потребовал привести к нему священника. Знаменитый экзорцист Габриэль Аморт по заданию Папы Римского отправляется спасать мальчика и по приезде сразу понимает, что демон ему попался очень сильный и коварный.",6.2
473,Далласский клуб покупателей ,['США'],"['драма', 'биография', 'слова']","['Мэттью Макконахи', 'Дженнифер Гарнер', 'Джаред Лето']",Жан-Марк Валле,118,"Реальная история Рона Вудруфа, техасского электрика, у которого в 1985 году обнаружили СПИД. Врачи отвели ему всего 30 дней, но он не пожелал смириться со смертным приговором и сумел продлить свою жизнь, принимая нетрадиционные лекарства, а затем наладил подпольный бизнес по продаже их другим больным.",7.9
474,Приходи на меня посмотреть ,['Россия'],"['мелодрама', 'комедия', 'слова']","['Олег Янковский', 'Ирина Купченко', 'Екатерина Васильева']",Михаил Агранович,101,"Софья Ивановна давно не встаёт со своего кресла. А её дочь Татьяна, похоже, смирилась с положением старой девы. Вся её жизнь — это заботы о больной матери. В один из предновогодних вечеров Софья Ивановна почувствовала, что скоро умрёт, но неожиданно в дверь квартиры постучался незнакомый мужчина с цветами и бутылкой шампанского.",8.0
475,Законопослушный гражданин ,['США'],"['боевик', 'триллер', 'драма', 'криминал', 'слова']","['Джейми Фокс', 'Джерард Батлер', 'Колм Мини']",Ф. Гэри Грей,108,"Окружной прокурор пошёл на сделку с преступниками и освободил их из тюрьмы. Тогда человек, чьи жена и ребёнок погибли от рук убийц, решает отомстить прокурору, совершив правосудие самостоятельно. Его ловят и сажают в тюрьму, но он неожиданно ставит ультиматум: он будет убивать, не выходя из-за решетки, если его требования не будут выполнены. Смешное заявление, но вскоре люди правда начинают гибнуть...",8.0
476,Человек ниоткуда ,['Россия'],"['фантастика', 'триллер']","['Александр Метёлкин', 'Варвара Комарова', 'Ирина Медведева']",Ренат Давлетьяров,100,"В 1960 году состоялся засекреченный запуск ракеты, предшествовавший первому полету человека в космос. Корабль космонавта Кима Кириллова получает повреждения прежде, чем успевает выйти на орбиту. Придя в себя, Ким понимает, что попал в 2023 год, и судя по всему — это его будущее. Ему сложно принять новую реальность, и он почти ничего не помнит о своей жизни до полета в космос. Единственное его воспоминание — образ девушки из прошлого, которую он встречает в современной Москве. Он знает её, а вот она его — нет.",5.9
477,Мой папа не подарок ,['Россия'],"['комедия', 'семейный']","['Никита Табунщик', 'Полина Гухман', 'Тимофей Трибунцев']",Александр Карпиловский,105,"Макс никогда в жизни так не ждал Нового года. Косплей-фестиваль геймеров! Приз лучшего игрока! Но вдруг на его пути возникает дерзкая девчонка Венера и ее суровая мама-полицейский. Однако Макса не остановить. Он всё сделает, чтобы оказаться на Косплее. Выиграет гонку на супердронах. Обезвредит таинственного злодея. Провернёт ограбление и спасёт отца от банкротства. И ничего бы этого не произошло, если бы не изобретение его папы - фантастический и фантастически смышлёный дрон с повадками милого зверька.",7.6
478,Социальная сеть ,['США'],"['драма', 'биография', 'слова']","['Джесси Айзенберг', 'Эндрю Гарфилд', 'Джастин Тимберлейк']",Дэвид Финчер,120,"Октябрьский вечер 2003 года. Студента Гарварда Марка Цукерберга бросает его девушка. Раздосадованный Марк, подогретый алкоголем, решает отомстить и публикует злобный и оскорбительный пост в адрес бывшей подруги. Но этого парню показалось мало. Он решает создать сайт, позволяющий сформировать рейтинг студенток по степени привлекательности. Марк взламывает базы данных различных общежитий, скачивает фотографии и всю необходимую информацию, используя алгоритм, предложенный его другом Эдуардо. После сбора данных Марк создаёт страницу facemash.com, где студенты могут проголосовать за одну из двух девушек, которая по их мнению является более привлекательной. Так начинается история создания одной из крупнейшей социальных сетей мира, которая впоследствии получит название Facebook.",7.7
479,Двухсотлетний человек ,['Германия'],"['фантастика', 'драма', 'мелодрама', 'слова']","['Робин Уильямс', 'Эмбет Дэвидц', 'Сэм Нил']",Крис Коламбус,126,"Начало нового тысячелетия; происходит прорыв в глобальных технологиях. Люди уже не заводят дома собак и кошек: они покупают себе роботов. Вот и семья Мартинов приобретает себе необычный подарок: робота нового поколения NDR-114, а в обычной жизни просто Эндрю.",8.1
480,Песнь моря ,['Ирландия'],"['мультфильм', 'фэнтези', 'драма', 'приключения', 'семейный', 'слова']","['Дэвид Роул', 'Брендан Глисон', 'Лиза Хэннигэн']",Томм Мур,93,"Десятилетний Бен живет на островном маяке вместе с отцом Конором и маленькой сестренкой Сиршей. Девочка все никак не заговорит, но зато обнаруживается, что она шелки, то есть принадлежит к народу людей-тюленей, как и исчезнувшая шесть лет назад мать. Напуганный Конор отправляет детей в город к бабушке, но Бен жаждет вернуться, а Сиршу продолжает звать море. Так начинается их полное приключений путешествие домой.",8.2
481,Прибытие ,['США'],"['фантастика', 'драма', 'детектив', 'слова']","['Эми Адамс', 'Джереми Реннер', 'Форест Уитакер']",Дени Вильнёв,116,"Неожиданное появление неопознанных летающих объектов в разных точках планеты повергает мир в трепет. Намерения пришельцев не ясны — вооружённые силы всего мира приведены в полную боевую готовность, а лучшие умы человечества пытаются понять, как разговаривать с непрошеными гостями. Правительство обращается за помощью к лингвисту Луизе Бэнкс и физику Яну Доннели, чтобы предотвратить глобальную катастрофу и найти общий язык с пришельцами. Отныне судьба человечества находится в их руках.",7.6
482,В духе Рождества ,['США'],"['мюзикл', 'комедия', 'семейный', 'слова']","['Уилл Феррелл', 'Райан Рейнольдс', 'Октавия Спенсер']",Шон Андерс,127,Три духа Рождества пытаются исправить вредного пиарщика Клинта Бриггса.,6.5
483,Хакер ,['США'],"['триллер', 'драма', 'криминал', 'слова']","['Каллэн МакОлифф', 'Лоррэйн Николсон', 'Дэниэл Эрик Голд']",Акан Сатаев,95,"Алекс вместе со своей семьей эмигрировал из Украины в Канаду в поисках лучшей жизни. Но когда в семье наступили финансовые затруднения, парень решает отомстить банку за увольнение матери, наказать коррумпированных банкиров и заодно заработать денег. Алекс вступает в криминальную интернет-организацию DarkWeb, где находит единомышленников и быстро осваивает искусство онлайн-мошенничества. Однако то, что сначала имело благородную цель, вскоре превращается в одержимое увлечение и привлекает внимание как правительства, так и опасных людей, возглавляющих DarkWeb. Основано на реальных событиях.",6.4
484,Великий Гэтсби ,['Австралия'],"['драма', 'мелодрама', 'слова']","['Леонардо ДиКаприо', 'Тоби Магуайр', 'Кэри Маллиган']",Баз Лурман,143,"Весной 1922 года, в эпоху разлагающейся морали, блистательного джаза и «королей контрабандного алкоголя», Ник Каррауэй приезжает из Среднего Запада в Нью-Йорк. Преследуя собственную американскую мечту, он селится по соседству с таинственным, известным своими вечеринками миллионером Джеем Гэтсби, а на противоположном берегу бухты проживают его кузина Дэйзи и её муж, повеса и аристократ, Том Бьюкенен. Так Ник оказывается вовлечённым в захватывающий мир богатых — их иллюзий, любви и обманов. Он становится свидетелем происходящего в этом мире и пишет историю невозможной любви, вечных мечтаний и человеческой трагедии, которые являются отражением современных времен и нравов.",7.9
485,Король говорит! ,['Великобритания'],"['драма', 'биография', 'история', 'слова']","['Колин Фёрт', 'Джеффри Раш', 'Хелена Бонем Картер']",Том Хупер,118,"Герцог готовится вступить в должность британского короля Георга VI, отца королевы Елизаветы II. После того, как его брат отрекается от престола, мужчина неохотно соглашается на трон. Измученный страшным нервным заиканием и сомнениями в своих способностях руководить страной, Георг обращается за помощью к неортодоксальному логопеду по имени Лайонел Лог.",8.0
486,Жизнь Дэвида Гейла ,['Великобритания'],"['триллер', 'драма', 'криминал', 'слова']","['Кевин Спейси', 'Кейт Уинслет', 'Лора Линни']",Алан Паркер,130,"Дэвид Гейл - человек, который пробовал жить в соответствии со своими принципами, но, в причудливом повороте судьбы, этот преданный отец, популярный профессор и ярый противник смертной казни окажется в камере смертников за убийство активистки Констанции Харравей. За три дня до исполнения приговора Гейл соглашается дать интервью репортеру Битси Блум.",8.1
487,Послезавтра ,['США'],"['фантастика', 'триллер', 'драма', 'приключения', 'слова']","['Деннис Куэйд', 'Джейк Джилленхол', 'Эмми Россам']",Роланд Эммерих,124,"Земля уверенно движется навстречу глобальной экологической катастрофе: в одной части света все живое погибает от засухи, в другой - разбушевавшаяся водная стихия сносит города.",7.7
488,Пара из будущего ,['Россия'],"['комедия', 'фантастика', 'мелодрама', 'слова']","['Сергей Бурунов', 'Мария Аронова', 'Денис Парамонов']",Алексей Нужный,104,"2040 год. Евгений и Александра уже 20 лет в браке, их отношения похожи на высохший урюк. Развестись у них тоже не получается, поскольку расторжение брака — очень дорогая процедура. Но судьба дает им шанс: Евгений и Александра попадают в прошлое, в тот самый день 20 лет назад, когда влюбленный Женя сделал предложение прелестной Саше. Теперь пара из будущего решает разлучить самих себя в молодости, но это будет непросто, так как молодые отстаивают свою любовь.",6.7
489,Идеальные незнакомцы ,['Италия'],"['драма', 'комедия', 'слова']","['Джузеппе Баттистон', 'Анна Фольетта', 'Марко Джаллини']",Паоло Дженовезе,96,"Семеро закадычных друзей, собравшись за ужином, в шутку начинают игру - читать все смс вслух, а на звонки отвечать по громкой связи. Они и представить себе не могут, какие скелеты вылезут из их шкафов и какие удивительные открытия им предстоит сделать.",7.7
490,Эффект бабочки ,['США'],"['фантастика', 'триллер', 'драма', 'слова']","['Эштон Кутчер', 'Эми Смарт', 'Элден Хенсон']",Эрик Бресс,113,"Эван перенял от своего отца-психопата, ныне запертого в доме для умалишённых, странную болезнь — он не помнит некоторых эпизодов своей жизни, причем в эти моменты происходили довольно странные, а то и ужасные события. Поступив в колледж, Эван делает удивительное открытие. Читая дневники, которые писал в детстве по совету врача, он может возвращаться в детство и менять будущее.",8.2
491,Выживший ,['Гонконг'],"['приключения', 'вестерн', 'боевик', 'драма', 'биография', 'слова']","['Леонардо ДиКаприо', 'Том Харди', 'Донал Глисон']",Алехандро Гонсалес Иньярриту,156,"Охотник Хью Гласс серьезно ранен на неизведанных просторах американского Дикого Запада. Товарищ Хью по отряду покорителей новых земель Джон Фицжеральд предательски оставляет его умирать в одиночестве. Теперь у Гласса осталось только одно оружие – его сила воли. Он готов бросить вызов первобытной природе, суровой зиме и враждебным племенам индейцев, только чтобы выжить и отомстить Фицжеральду.",7.8
492,Чужой ,['Великобритания'],"['ужасы', 'фантастика', 'триллер', 'слова']","['Сигурни Уивер', 'Том Скеррит', 'Иэн Холм']",Ридли Скотт,116,"В далеком будущем возвращающийся на Землю грузовой космический корабль перехватывает исходящий с неизвестной планеты сигнал. Экипаж, в соответствии с основными инструкциями, обязан найти и исследовать источник сигнала. Оказавшись на планете, астронавты повсюду обнаруживают предметы, по виду напоминающие гигантские коконы.",8.1
493,Финч ,['США'],"['фантастика', 'драма', 'слова']","['Том Хэнкс', 'Калеб Лэндри Джонс', 'Шеймус']",Мигель Сапочник,115,"Постапокалипсис. В Северной Америке бушует радиация, пыльные бури и торнадо. Инженер-робототехник Финч смертельно болен и переживает, что после его смерти некому будет заботиться о его собаке, поэтому собирает для этой цели человекоподобного робота. Узнав, что на местность надвигается супербуря, в которой он не выживет, Финч с собакой и роботами отправляется в Сан-Франциско.",7.2
494,Малхолланд Драйв ,['США'],"['триллер', 'драма', 'детектив', 'слова']","['Наоми Уоттс', 'Лаура Хэрринг', 'Джастин Теру']",Дэвид Линч,147,"Загадочная девушка, после автомобильной аварии страдающая потерей памяти, выбирает себе имя Рита с рекламного плаката к фильму с Ритой Хейворт и пытается начать новую жизнь в Голливуде. Но тайны прошлого неотступно преследуют ее.",7.7
495,Продавцы боли ,['Великобритания'],"['драма', 'криминал', 'слова']","['Эмили Блант', 'Крис Эванс', 'Кэтрин О’Хара']",Дэвид Йейтс,123,"Лиза Дрейк бросила колледж и отправилась на поиски лучшей жизни для себя и своей маленькой дочери. Получив работу в обанкротившемся фармацевтическом стартапе, она, благодаря мужеству и напористости, вдохнула в компанию новую жизнь. Однако с большими деньгами приходят и риски.",6.6
496,Ловушка времени ,['США'],"['фантастика', 'боевик', 'детектив', 'приключения', 'слова']","['Брианна Хоуи', 'Кэссиди Гиффорд', 'Оливия Драгусевич']",Марк Деннис,87,"Группа студентов отправляется в пещеры Техаса, чтобы найти своего преподавателя, пропавшего без вести. Несмотря на решение спасателей прекратить все поиски, ребята не теряют надежду, что он жив и нуждается в помощи. Они уверены, что таинственное исчезновение их учителя как-то связано с его необычной теорией о существовании источника вечной молодости где-то в этих местах. ​​Обнаружив загадочный пещерный тоннель, группа пытается проникнуть в него. Кто-то из друзей замечает, что время начинает меняться каким-то волшебным образом. Оно тянется намного медленнее, чем на поверхности. Когда они спускаются ниже, с героями начинают происходить ещё более странные события...",6.7
497,365 дней ,['Польша'],"['мелодрама', 'слова']","['Анна Мария Сиклуцка', 'Микеле Морроне', 'Бронислав Вроцлавский']",Барбара Бяловас,114,"Массимо Торичелли — молодой красивый босс сицилийской мафиозной семьи. После убийства отца конкурентами он вынужден взять на себя его обязанности. Лаура Бель — директор по продажам в роскошном отеле. Она строит карьеру, но в личной жизни ей не хватает страсти. Лаура делает последнюю попытку сохранить отношения — вместе с женихом и друзьями она летит на Сицилию, где её похищает Массимо и даёт ей 365 дней, чтобы Лаура его полюбила.",5.0
498,Триггер: Экстра ,['Россия'],"['короткометражка', 'документальный']",['Максим Матвеев'],Полина Веснина,7,"Проводим один день на съемках с Максимом Матвеевым. Актер рассказывает о рабочем процессе, своем герое, различиях между сериалом и фильмом, а еще размышляет, что бы он делал, если бы не пошел в актерскую профессию.",7.4
499,Мой ужасный сосед ,['Швеция'],"['драма', 'комедия', 'слова']","['Том Хэнкс', 'Мариана Тревиньо', 'Рэйчел Келлер']",Марк Форстер,126,"Когда весёлая молодая семья переезжает в соседний дом, Отто встречает пару в своей манере, но вскоре неожиданная дружба с сообразительной Марисоль перевернёт его мир с ног на голову.",7.6
500,Иди и смотри ,['СССР'],"['драма', 'военный', 'история', 'слова']","['Алексей Кравченко', 'Ольга Миронова', 'Любомирас Лауцявичюс']",Элем Климов,136,"1943 год, Великая Отечественная война. Подросток Флёра, откопав карабин среди обрывков колючей проволоки, ржавых пулемётных лент и простреленных касок, отправляется в лес к партизанам.",8.2
501,Стражи Галактики ,['США'],"['фантастика', 'боевик', 'приключения', 'комедия', 'слова']","['Крис Пратт', 'Зои Салдана', 'Дэйв Батиста']",Джеймс Ганн,121,"Отважному путешественнику Питеру Квиллу попадает в руки таинственный артефакт, принадлежащий могущественному и безжалостному злодею Ронану, строящему коварные планы по захвату Вселенной. Питер оказывается в центре межгалактической охоты, где жертва — он сам.",7.9
502,Девять жизней ,['Франция'],"['фэнтези', 'драма', 'комедия', 'семейный', 'слова']","['Кевин Спейси', 'Дженнифер Гарнер', 'Робби Амелл']",Барри Зонненфельд,87,"Том Бренд – миллиардер-трудоголик с чудинкой. Он с головой погружён в работу и немного выпал из семейной жизни — даже подарок дочери он покупает в последний момент. Ребекка мечтает о настоящем коте, и как бы Том ни презирал животных, он отправляется в зоомагазин, где выбирает самого роскошного кота по кличке Мистер Пушистые Штаны. По пути на праздник дочери с Томом происходит несчастный случай. А очнувшись, герой обнаруживает себя... в теле этого самого кота. Пока Том-человек отсыпается в больнице, Том-Пушистые-Штаны вынужден на собственной шкуре испытать все прелести кошачьей жизни и вернуть любовь семьи, чтобы не остаться навсегда в роли питомца. Благо, жена и дочь принимают кота, как родного. Но как заставить их разглядеть в Мистере Пушистые Штаны раскаявшегося отца семейства?",6.4
503,Полицейский с Рублевки. Новогодний беспредел ,['Россия'],['комедия'],"['Александр Петров', 'Сергей Бурунов', 'Александра Бортич']",Илья Куликов,90,"В канун нового года отделение полиции «Барвиха Северное» оказывается под угрозой закрытия. Чтобы спасти родной отдел, полицейский с Рублевки Гриша Измайлов вынужден пойти на крайние меры и вместе с оперативниками решает ограбить банк. Он рассчитывает на то, что его коллеги вместе с начальником отдела – Яковлевым легко раскроют это дело, деньги вернут обратно, и все сохранят работу в следующем году. Но все идет не так, как задумал Гриша...",6.5
504,Лекарь: Ученик Авиценны ,['Германия'],"['приключения', 'история', 'драма', 'слова']","['Том Пэйн', 'Бен Кингсли', 'Эмма Ригби']",Филипп Штёльцль,155,"Англия, XI век. Мать десятилетнего Роба Коула умирает в страшных мучениях: никто не знает ни природы её болезни, ни лекарства против неё. Маленький Роб, потрясенный до глубины души, во что бы то ни стало стремится разгадать эту тайну.",7.9
505,Залечь на дно в Брюгге ,['Великобритания'],"['комедия', 'криминал', 'триллер', 'драма', 'слова']","['Колин Фаррелл', 'Брендан Глисон', 'Рэйф Файнс']",Мартин Макдона,107,"После того, как наемные убийцы Рэй и Кен запороли в Лондоне важное задание, их злобный шеф Гарри приказывает им отправиться в Брюгге и не высовываться. Оказавшись в старинном бельгийском городке, Рэй от нечего делать флиртует с местной красоткой, пока Кен наслаждается жизнью и неожиданным отпуском. Кажется, ничто не предвещает беду в спокойном городе...",7.8
506,Сердце пармы ,['Россия'],"['драма', 'фэнтези']","['Александр Кузнецов', 'Елена Ербакова', 'Сергей Пускепалис']",Антон Мегердичев,159,"Русский князь Михаил и юная Тиче — дети разных народов, разных миров и разных богов. Любовь молодого воителя и ведьмы-ламии кажется невозможной, но преодолевает все запреты, запуская маховик рока. Отныне только от Михаила зависит будущее родной пармы, древних суровых земель, напоенных чудодейственной мощью кровавых языческих богов. Здесь сталкиваются герои и призраки, князья и шаманы, вогулы и московиты. Здесь расстаться с жизнью — не так страшно, как выбрать между долгом, верностью братству и любовью к единственной женщине на свете.",6.7
507,Молчание ангелов ,['Дания'],"['триллер', 'криминал']","['Юлие Эльгор', 'Роланд Мёллер', 'Стине Стенгаде']",Эсбен Тоннесен,94,"Город потрясает серия жестоких убийств девушек маньяком, получившим прозвище Создатель Ангелов. Переживающая личную трагедию детектив Лаура вместе с циничным напарником возвращается к работе, чтобы выйти на след преступника. Однако она не представляет, чем это дело обернется для нее.",6.3
508,Ученик чудовища ,['Япония'],"['аниме', 'мультфильм', 'фэнтези', 'драма', 'боевик', 'слова']","['Сёта Сомэтани', 'Кодзи Якусё', 'Кумико Асо']",Мамору Хосода,119,"9-летний мальчик Рэн остался без родителей, сбежал от опекунов и скитался по улицам Токио. Там он встречает великого воина Медвежута — похожее на медведя чудище, явившееся из параллельного мира, чтобы найти себе ученика. Им и становится Рэн. В мире чудовищ мальчик получает имя Девята и под началом Медвежута начинает тренировки, чтобы стать мастером боевых искусств.",8.2
509,Общество мертвых поэтов ,['США'],"['драма', 'слова']","['Робин Уильямс', 'Роберт Шон Леонард', 'Итан Хоук']",Питер Уир,128,"Джон Китинг — новый преподаватель английской словесности в консервативном американском колледже. От чопорной массы учителей его выгодно отличают легкость общения, эксцентричное поведение и пренебрежение к программе обучения. ",8.2
510,Мажор в Сочи ,['Россия'],"['приключения', 'комедия']","['Павел Прилучный', 'Павел Чинарёв', 'Виталия Корниенко']",Никита Власов,109,"Московские массивные здания и оживлённые дороги Мажор сменит на живописные курортные виды, домик в горах и извилистые серпантины. Туда он перебирается вместе с дочерью Соней, где у них появился свой семейный бизнес — эко-отель. Но ещё до открытия всё идёт наперекосяк. Вначале в гостинице устраивают погром, затем Соколовский наткнётся на местного мажора и перейдёт дорогу сочинскому воротиле, который планирует снести целый жилой квартал, чтобы построить на его месте винодельню.",7.1
511,Славные парни ,['США'],"['драма', 'криминал', 'биография', 'слова']","['Роберт Де Ниро', 'Рэй Лиотта', 'Джо Пеши']",Мартин Скорсезе,140,"История о Генри Хилле — начинающем гангстере, занимающемся грабежами вместе с подельниками Джими Конвеем и Томми Де Вито, которые с легкостью убивают любого, кто встаёт у них на пути.",8.1
512,Шерлок Холмс ,['США'],"['боевик', 'приключения', 'триллер', 'драма', 'комедия', 'криминал', 'детектив', 'слова']","['Роберт Дауни мл.', 'Джуд Лоу', 'Рэйчел Макадамс']",Гай Ричи,128,"Величайший в истории сыщик Шерлок Холмс вместе со своим верным соратником Ватсоном вступают в схватку, требующую нешуточной физической и умственной подготовки, ведь их враг представляет угрозу для всего Лондона.",8.1
513,Убойные каникулы ,['Канада'],"['комедия', 'триллер', 'слова']","['Тайлер Лабин', 'Алан Тьюдик', 'Катрина Боуден']",Илай Крэйг,85,"Группа студентов отправляется за город, чтобы вовсю оторваться на выходных: попить пивка, поплавать в озере и подышать чистым воздухом. Но в первый же день они сталкиваются с неотёсанными фермерами Такером и Дейлом, которые тоже решили как следует оттянуться на природе. Приняв этих на вид диковатых, но, в сущности, безобидных ребят за злобных местных маньяков, горожане решают дать деревенщине жёсткий отпор.",7.7
514,Аквамен ,['США'],"['фэнтези', 'боевик', 'приключения', 'слова']","['Джейсон Момоа', 'Эмбер Хёрд', 'Уиллем Дефо']",Джеймс Ван,143,"История получеловека-полуатланта Артура Карри, которому предстоит выяснить, достоин ли он быть тем, кем ему суждено по рождению — царём подводного мира.",6.8
515,Лунатики ,['Россия'],['драма'],"['Степан Белозеров', 'Виктория Исакова', 'Алексей Филимонов']",Юрий Мороз,92,"Из квартиры в центре Москвы похищен известный рэп-исполнитель Никита Прозоров. Следователь Иванов выясняет, что похищение было инсценировано, и в этом замешана мать Никиты — Рената, телевизионный продюсер. Никиту в бессознательном состоянии доставили в клинику и лечили, применяя экспериментальную компьютерную технологию психокоррекции личности. Чтобы понять мотивы и причины поступка Ренаты, следователю придется по кусочкам восстановить историю сложных отношений матери и сына, и ответить на вопрос, убила ли Рената своего сына или спасла ему жизнь.",6.1
516,Человек дождя ,['США'],"['драма', 'слова']","['Дастин Хоффман', 'Том Круз', 'Валерия Голино']",Барри Левинсон,133,"Грубоватому и эгоистичному молодому человеку Чарли в наследство от отца достались лишь розовые кусты да «Бьюик» 1949 года, а львиная доля наследства уходит его брату-аутисту Раймонду. Задавшись целью отобрать «свою долю», Чарли похищает старшего брата. Но когда выясняет, что Раймонд обладает недюжими математическими способностями, памятью и внимательностью, решает использовать это в корыстных целях.",8.2
517,Москва слезам не верит ,['СССР'],"['мелодрама', 'драма', 'комедия', 'слова']","['Вера Алентова', 'Ирина Муравьёва', 'Алексей Баталов']",Владимир Меньшов,150,"Москва, 1950-е годы. Три молодые провинциалки приезжают в Москву в поисках того, что ищут люди во всех столицах мира — любви, счастья и достатка. Антонина выходит замуж, растит детей, любит мужа. Людмиле Москва представляется лотереей, в которой она должна выиграть свое особенное счастье. Катерина же отчаянно влюбляется, но избранник ее оставляет. Однако она не опускает руки, в одиночку растит дочь и к тому же успевает делать блестящую карьеру. В 40 лет судьба дарит ей неожиданную встречу.",8.4
518,Зверополис ,['США'],"['мультфильм', 'комедия', 'криминал', 'детектив', 'приключения', 'семейный', 'слова']","['Джиннифер Гудвин', 'Джейсон Бейтман', 'Идрис Эльба']",Байрон Ховард,108,"Добро пожаловать в Зверополис – современный город, населенный самыми разными животными, от огромных слонов до крошечных мышек. Зверополис разделен на районы, полностью повторяющие естественную среду обитания разных жителей – здесь есть и элитный район Площадь Сахары и неприветливый Тундратаун. В этом городе появляется новый офицер полиции, жизнерадостная зайчиха Джуди Хоппс, которая с первых дней работы понимает, как сложно быть маленькой и пушистой среди больших и сильных полицейских. Джуди хватается за первую же возможность проявить себя, несмотря на то, что ее партнером будет болтливый хитрый лис Ник Уайлд. Вдвоем им предстоит раскрыть сложное дело, от которого будет зависеть судьба всех обитателей Зверополиса.",8.3
